Series_Title,Genre,IMDB_Rating,Overview,No_of_Votes
Touch of Evil,"Crime, Drama, Film-Noir",8,"A stark, perverse story of murder, kidnapping, and police corruption in a Mexican border town.",98431
Cat on a Hot Tin Roof,Drama,8,Brick is an alcoholic ex-football player who drinks his days away and resists the affections of his wife. A reunion with his terminal father jogs a host of memories and revelations for both father and son.,45062
Sweet Smell of Success,"Drama, Film-Noir",8,Powerful but unethical Broadway columnist J.J. Hunsecker coerces unscrupulous press agent Sidney Falco into breaking up his sister's romance with a jazz musician.,28137
The Killing,"Crime, Drama, Film-Noir",8,Crook Johnny Clay assembles a five man team to plan and execute a daring race-track robbery.,81702
The Night of the Hunter,"Crime, Drama, Film-Noir",8,"A religious fanatic marries a gullible widow whose young children are reluctant to tell him where their real daddy hid the $10,000 he'd stolen in a robbery.",81980
La Strada,Drama,8,"A care-free girl is sold to a traveling entertainer, consequently enduring physical and emotional pain along the way.",58314
Les diaboliques,"Crime, Drama, Horror",8,The wife and mistress of a loathed school principal plan to murder him with what they believe is the perfect alibi.,61503
Stalag 17,"Comedy, Drama, War",8,"When two escaping American World War II prisoners are killed, the German P.O.W. camp barracks black marketeer, J.J. Sefton, is suspected of being an informer.",51046
Roman Holiday,"Comedy, Romance",8,A bored and sheltered princess escapes her guardians and falls in love with an American newsman in Rome.,127256
A Streetcar Named Desire,Drama,8,Disturbed Blanche DuBois moves in with her sister in New Orleans and is tormented by her brutish brother-in-law while her reality crumbles around her.,99182
In a Lonely Place,"Drama, Film-Noir, Mystery",8,"A potentially violent screenwriter is a murder suspect until his lovely neighbor clears him. However, she soon starts to have her doubts.",26784
Kind Hearts and Coronets,"Comedy, Crime",8,A distant poor relative of the Duke D'Ascoyne plots to inherit the title by murdering the eight other heirs who stand ahead of him in the line of succession.,34485
Rope,"Crime, Drama, Mystery",8,Two men attempt to prove they committed the perfect crime by hosting a dinner party after strangling their former classmate to death.,129783
Out of the Past,"Crime, Drama, Film-Noir",8,"A private eye escapes his past to run a gas station in a small town, but his past catches up with him. Now he must return to the big city world of danger, corruption, double crosses and duplicitous dames.",32784
Brief Encounter,"Drama, Romance",8,"Meeting a stranger in a railway station, a woman is tempted to cheat on her husband.",35601
Laura,"Drama, Film-Noir, Mystery",8,A police detective falls in love with the woman whose murder he is investigating.,42725
The Best Years of Our Lives,"Drama, Romance, War",8,Three World War II veterans return home to small-town America to discover that they and their families have been irreparably changed.,57259
Arsenic and Old Lace,"Comedy, Crime, Thriller",8,A writer of books on the futility of marriage risks his reputation when he decides to get married. Things get even more complicated when he learns on his wedding day that his beloved maiden aunts are habitual murderers.,65101
The Maltese Falcon,"Film-Noir, Mystery",8,"A private detective takes on a case that involves him with three eccentric criminals, a gorgeous liar, and their quest for a priceless statuette.",148928
The Grapes of Wrath,"Drama, History",8,"A poor Midwest family is forced off their land. They travel to California, suffering the misfortunes of the homeless in the Great Depression.",85559
The Wizard of Oz,"Adventure, Family, Fantasy",8,Dorothy Gale is swept away from a farm in Kansas to a magical land of Oz in a tornado and embarks on a quest with her new friends to see the Wizard who can help her return home to Kansas and help her friends as well.,371379
La règle du jeu,"Comedy, Drama",8,"A bourgeois life in France at the onset of World War II, as the rich and their poor servants meet up at a French chateau.",26725
The Thin Man,"Comedy, Crime, Mystery",8,"Former detective Nick Charles and his wealthy wife Nora investigate a murder case, mostly for the fun of it.",26642
All Quiet on the Western Front,"Drama, War",8,"A German youth eagerly enters World War I, but his enthusiasm wanes as he gets a firsthand view of the horror.",57318
Bronenosets Potemkin,"Drama, History, Thriller",8,"In the midst of the Russian Revolution of 1905, the crew of the battleship Potemkin mutiny against the brutal, tyrannical regime of the vessel's officers. The resulting street demonstration in Odessa brings on a police massacre.",53054
Knives Out,"Comedy, Crime, Drama",7.9,"A detective investigates the death of a patriarch of an eccentric, combative family.",454203
Dil Bechara,"Comedy, Drama, Romance",7.9,"The emotional journey of two hopelessly in love youngsters, a young girl, Kizie, suffering from cancer, and a boy, Manny, whom she meets at a support group.",111478
Manbiki kazoku,"Crime, Drama",7.9,A family of small-time crooks take in a child they find outside in the cold.,62754
Marriage Story,"Comedy, Drama, Romance",7.9,Noah Baumbach's incisive and compassionate look at a marriage breaking up and a family staying together.,246644
Call Me by Your Name,"Drama, Romance",7.9,"In 1980s Italy, romance blossoms between a seventeen-year-old student and the older man hired as his father's research assistant.",212651
"I, Daniel Blake",Drama,7.9,"After having suffered a heart-attack, a 59-year-old carpenter must fight the bureaucratic forces of the system in order to receive Employment and Support Allowance.",53818
Isle of Dogs,"Animation, Adventure, Comedy",7.9,"Set in Japan, Isle of Dogs follows a boy's odyssey in search of his lost dog.",139114
Hunt for the Wilderpeople,"Adventure, Comedy, Drama",7.9,A national manhunt is ordered for a rebellious kid and his foster uncle who go missing in the wild New Zealand bush.,111483
Captain Fantastic,"Comedy, Drama",7.9,"In the forests of the Pacific Northwest, a father devoted to raising his six kids with a rigorous physical and intellectual education is forced to leave his paradise and enter the world, challenging his idea of what it means to be a parent.",189400
Sing Street,"Comedy, Drama, Music",7.9,A boy growing up in Dublin during the 1980s escapes his strained family life by starting a band to impress the mysterious girl he likes.,85109
Thor: Ragnarok,"Action, Adventure, Comedy",7.9,"Imprisoned on the planet Sakaar, Thor must race against time to return to Asgard and stop Ragnarök, the destruction of his world, at the hands of the powerful and ruthless villain Hela.",587775
Nightcrawler,"Crime, Drama, Thriller",7.9,"When Louis Bloom, a con man desperate for work, muscles into the world of L.A. crime journalism, he blurs the line between observer and participant to become the star of his own story.",466134
Jojo Rabbit,"Comedy, Drama, War",7.9,A young boy in Hitler's army finds out his mother is hiding a Jewish girl in their home.,297918
Arrival,"Drama, Sci-Fi",7.9,A linguist works with the military to communicate with alien lifeforms after twelve mysterious spacecrafts appear around the world.,594181
Star Wars: Episode VII - The Force Awakens,"Action, Adventure, Sci-Fi",7.9,"As a new threat to the galaxy rises, Rey, a desert scavenger, and Finn, an ex-stormtrooper, must join Han Solo and Chewbacca to search for the one hope of restoring peace.",860823
Before Midnight,"Drama, Romance",7.9,We meet Jesse and Celine nine years on in Greece. Almost two decades have passed since their first meeting on that train bound for Vienna.,141457
X-Men: Days of Future Past,"Action, Adventure, Sci-Fi",7.9,The X-Men send Wolverine to the past in a desperate effort to change history and prevent an event that results in doom for both humans and mutants.,659763
Bir Zamanlar Anadolu'da,"Crime, Drama",7.9,A group of men set out in search of a dead body in the Anatolian steppes.,41995
The Artist,"Comedy, Drama, Romance",7.9,An egomaniacal film star develops a relationship with a young dancer against the backdrop of Hollywood's silent era.,230624
Edge of Tomorrow,"Action, Adventure, Sci-Fi",7.9,"A soldier fighting aliens gets to relive the same day over and over again, the day restarting every time he dies.",600004
Amour,"Drama, Romance",7.9,"Georges and Anne are an octogenarian couple. They are cultivated, retired music teachers. Their daughter, also a musician, lives in Britain with her family. One day, Anne has a stroke, and the couple's bond of love is severely tested.",93090
The Irishman,"Biography, Crime, Drama",7.9,"An old man recalls his time painting houses for his friend, Jimmy Hoffa, through the 1950-70s.",324720
